straat;geometry;huisnr;karakter;eigenaar;capaciteit;openbaar;ondergrond;bestemming;status;urid;naam;naamid;bezettingsinfo;bronid;betrokkenadressen;timestampbron;geo_point_2d
Stapelplein;"{""coordinates"": [[[3.734093252114604, 51.06446636935982], [3.734119769483524, 51.06447300668285], [3.734106605571325, 51.06449389361026], [3.734080089999066, 51.06448725629024], [3.734093252114604, 51.06446636935982]]], ""type"": ""Polygon""}";31;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst18383;;False;False;17073900_1;Stapelplein 31;2025-01-06T14:15:15Z;51.06448013139404, 3.734099929397214
Voskenslaan;"{""coordinates"": [[[3.708693846495242, 51.027836776456446], [3.708667741453124, 51.027852072962894], [3.708653186948884, 51.027842195829486], [3.708679291991002, 51.02782689931977], [3.708693846495242, 51.027836776456446]]], ""type"": ""Polygon""}";375B;Nietje - Buitenmaats;Stad Gent;2;Ja;Sierverharding Betonproduct;Voetpad;Actief;mob/ftsst18503;;False;False;17073912_1;Voskenslaan 375B;2023-06-26T12:13:03Z;51.02783948614184, 3.7086735167223295
Oudburg to;"{""coordinates"": [[[3.724833225926482, 51.05909830267597], [3.724836847035382, 51.05910386067426], [3.724813094680928, 51.05911198029646], [3.724796332117756, 51.05909214675741], [3.724820447391571, 51.05908435008742], [3.724833225926482, 51.05909830267597]]], ""type"": ""Polygon""}";31/34;Gent;Stad Gent;5;Ja;Natuursteen Platienen;Voetpad;Actief;mob/ftsst18675;;False;False;17073918_1;Oudburg to 31/34;2023-06-26T12:13:04Z;51.05909804803211, 3.7248168673392787
Belfortstraat;"{""coordinates"": [[[3.726811317978734, 51.05530487930284], [3.726790663015406, 51.05531728079695], [3.726765844360731, 51.05530086404806], [3.726786720309612, 51.05528860879502], [3.726811317978734, 51.05530487930284]]], ""type"": ""Polygon""}";18A;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Voetpad;Actief;mob/ftsst19595;;False;False;17073940_1;Belfortstraat 18A;2023-06-26T12:13:06Z;51.05530291742996, 3.7267886209407735
Lentestraat;"{""coordinates"": [[[3.730332293480908, 51.035203982633554], [3.730313987612056, 51.03521776955834], [3.730275728364075, 51.035197571028625], [3.730287467548211, 51.03518872979112], [3.730300852445963, 51.03518771975123], [3.730332293480908, 51.035203982633554]]], ""type"": ""Polygon""}";35;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst19193;;False;False;17073931_1;Lentestraat 35;2025-05-08T08:38:06Z;51.03520132901717, 3.730304315424194
Lentestraat;"{""coordinates"": [[[3.730400948124811, 51.03524019208524], [3.730382731189205, 51.03525402475601], [3.730355306521884, 51.035239669553995], [3.730373523457489, 51.03522583687892], [3.730400948124811, 51.03524019208524]]], ""type"": ""Polygon""}";35;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst19194;;False;False;17073932_1;Lentestraat 35;2023-09-26T16:21:24Z;51.03523993081818, 3.730378127323112
Frederik Burvenichstraat;"{""coordinates"": [[[3.757461565978296, 51.04037622001155], [3.757461272229178, 51.04039869144233], [3.757439886037213, 51.04039858073454], [3.757440178888, 51.04037610873886], [3.757461565978296, 51.04037622001155]]], ""type"": ""Polygon""}";220;Nietje - Buitenmaats;Stad Gent;2;Ja;Betonstenen;Voetpad;Actief;mob/ftsst18504;;False;False;17073913_1;Frederik Burvenichstraat 220;2023-06-26T12:13:03Z;51.04038740015229, 3.7574507257397776
;"{""coordinates"": [[[3.720277637355314, 51.055975159967794], [3.720275476008764, 51.05598404579827], [3.720273877905861, 51.05599061714467], [3.720245611517126, 51.05598817844008], [3.720247279688603, 51.055981322511904], [3.720249441035219, 51.05597243668091], [3.720277637355314, 51.055975159967794]]], ""type"": ""Polygon""}";;Nietje - Gewone fiet;Stad Gent;2;Ja;Natuursteentegels;Voetpad;Actief;mob/ftsst18578;;False;;17073916_1;Jan Breydelstraat 10a;2025-08-20T08:40:19Z;51.05598159417232, 3.7202615990544223
Coupure;"{""coordinates"": [[[3.718923833103059, 51.046964085903674], [3.718923521387666, 51.04698655752757], [3.718902132500709, 51.04698644005843], [3.718902444216102, 51.04696396843448], [3.718923833103059, 51.046964085903674]]], ""type"": ""Polygon""}";18;Nietje - Buitenmaats;Stad Gent;2;Ja;Betonstenen;Voetpad;Actief;mob/ftsst18482;;False;False;17073908_1;Coupure 18;2025-05-27T17:02:25Z;51.04697526298105, 3.71891298280188
Antwerpsesteenweg;"{""coordinates"": [[[3.780891268911834, 51.07676727769977], [3.780867787848636, 51.076777495455865], [3.780847509279425, 51.076759007095056], [3.780870991240953, 51.07674878933491], [3.780891268911834, 51.07676727769977]]], ""type"": ""Polygon""}";831;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst18748;;False;False;17073922_1;Antwerpsesteenweg 831;2024-02-02T11:29:26Z;51.07676314236836, 3.7808693892485175
Concordiastraat;"{""coordinates"": [[[3.710776259003158, 51.06049201082413], [3.710803741162627, 51.06050633053698], [3.710790108329876, 51.060516722389835], [3.710762625272076, 51.06050240268019], [3.710776259003158, 51.06049201082413]]], ""type"": ""Polygon""}";1;Nietje - Buitenmaats;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst18465;;False;False;17073905_1;Concordiastraat 1;2025-09-29T08:55:07Z;51.060504366592376, 3.7107831833582874
Stapelplein;"{""coordinates"": [[[3.734134627618316, 51.06450025486842], [3.734108135402249, 51.0644935763377], [3.734121378366193, 51.06447270973367], [3.73414786968393, 51.064479387702846], [3.734134627618316, 51.06450025486842]]], ""type"": ""Polygon""}";31;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst18384;;False;False;17073901_1;Stapelplein 31;2025-01-06T14:11:12Z;51.064486482239374, 3.7341280027531765
Hundelgemsesteenweg;"{""coordinates"": [[[3.746768656843363, 51.0277500313724], [3.746750492009988, 51.027769364759095], [3.746725961714514, 51.02776020232015], [3.746744126547889, 51.027740868364674], [3.746768656843363, 51.0277500313724]]], ""type"": ""Polygon""}";260A;Gent;Stad Gent;5;Ja;Onverhard;Onbekend / Niet op o;Actief;mob/ftsst19237;;False;False;17073933_1;Hundelgemsesteenweg 260A;2025-04-02T12:44:15Z;51.027755116661474, 3.7467473092588333
Hutsepotstraat;"{""coordinates"": [[[3.713091396255049, 51.00387011257971], [3.71311396732492, 51.00388108637785], [3.713092227196698, 51.00389888876379], [3.713069656126894, 51.00388791440457], [3.713091396255049, 51.00387011257971]]], ""type"": ""Polygon""}";32;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst21069;;False;False;17073980_1;Hutsepotstraat 32;2024-02-02T11:29:29Z;51.00388450057782, 3.713091811728584
Kleindokkaai;"{""coordinates"": [[[3.739086392992664, 51.05776121714772], [3.739058900951693, 51.05775641389073], [3.739068425788651, 51.057734757728134], [3.739095916931291, 51.05773956098737], [3.739086392992664, 51.05776121714772]]], ""type"": ""Polygon""}";3;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21127;;False;False;17074008_1;Kleindokkaai 3;2025-09-29T08:50:24Z;51.05774798749045, 3.7390774091263763
Salviastraat;"{""coordinates"": [[[3.754246553966924, 51.062339842190156], [3.754266033933849, 51.062352977996795], [3.754239978299037, 51.062368323518434], [3.754220498332113, 51.06235518771611], [3.754246553966924, 51.062339842190156]]], ""type"": ""Polygon""}";16;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst21098;;False;False;17073994_1;Salviastraat 16;2025-07-30T13:30:11Z;51.062354082855, 3.7542432661331486
Neelkens Stuk;"{""coordinates"": [[[3.757004893030586, 51.04583906024859], [3.756994708830159, 51.045855853664165], [3.756961407384292, 51.04584782942249], [3.756971591584652, 51.04583103656878], [3.757004893030586, 51.04583906024859]]], ""type"": ""Polygon""}";2;Gent;Stad Gent;5;Ja;Betonstenen;Parkeerstrook;Actief;mob/ftsst21120;;False;False;17074002_1;Neelkens Stuk 2;2025-07-29T10:57:25Z;51.04584344500802, 3.756983150280862
Kleine Kerkstraat;"{""coordinates"": [[[3.743084501471507, 51.0363461295244], [3.743081871204338, 51.03636403129625], [3.743067675127874, 51.036363201480285], [3.743070304496711, 51.03634529970807], [3.743084501471507, 51.0363461295244]]], ""type"": ""Polygon""}";5;Nietje - Gewone fiet;Stad Gent;2;Ja;Betonstenen;Rijweg;Actief;mob/ftsst21132;;False;False;17074009_1;Kleine Kerkstraat 5;2024-09-03T07:52:14Z;51.03635466540884, 3.7430760880922733
Bagattenstraat;"{""coordinates"": [[[3.726892704445167, 51.04768187467207], [3.726695376018287, 51.047672611126956], [3.726698299136176, 51.04765101124105], [3.726896448623268, 51.04765989076236], [3.726892704445167, 51.04768187467207]]], ""type"": ""Polygon""}";179;Parkeervak;Stad Gent;30;Ja;Betonstenen;Voetpad;Actief;mob/ftsst21667;;False;False;17074010_1;Bagattenstraat 179;2023-06-26T12:13:12Z;51.047666354525, 3.7267960247645457
Coupure;"{""coordinates"": [[[3.719227685552947, 51.04665833237048], [3.719216116150396, 51.046679588780954], [3.719195884293567, 51.046675213591456], [3.719207453696118, 51.046653957178975], [3.719227685552947, 51.04665833237048]]], ""type"": ""Polygon""}";53;Nietje - Buitenmaats;Stad Gent;2;Ja;Natuursteen Platienen;Voetpad;Actief;mob/ftsst20553;;False;False;17073960_1;Coupure 53;2025-06-17T04:48:22Z;51.04666677298036, 3.7192117849231616
Coyendanspark;"{""coordinates"": [[[3.735763133989515, 51.05289345879226], [3.735771859325923, 51.05287166991331], [3.735792602324099, 51.05287496992458], [3.735783876987759, 51.05289675880194], [3.735763133989515, 51.05289345879226]]], ""type"": ""Polygon""}";1;Nietje - Buitenmaats;Stad Gent;2;Ja;Natuursteen Platienen;Fietspad/voetpad;Actief;mob/ftsst20555;;False;False;17073962_1;Coyendanspark 1;2024-04-22T18:20:07Z;51.05288421435795, 3.7357778681567235
Baudelokaai;"{""coordinates"": [[[3.730437936256632, 51.05918776468602], [3.730448408816194, 51.05917104103403], [3.730481582701339, 51.05917928937482], [3.730471110141777, 51.059196013023794], [3.730437936256632, 51.05918776468602]]], ""type"": ""Polygon""}";9;Gent;Stad Gent;5;Ja;Betonstenen;Parkeerstrook;Actief;mob/ftsst21724;;False;False;17074015_1;Baudelokaai 9;2025-07-01T12:45:24Z;51.05918352702949, 3.7304597594785966
Heiveldstraat;"{""coordinates"": [[[3.753238610980489, 51.06266308797754], [3.753245071664014, 51.06264557631977], [3.753279808617708, 51.06265066304546], [3.753273348832515, 51.06266817357217], [3.753238610980489, 51.06266308797754]]], ""type"": ""Polygon""}";31;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21728;;False;False;17074021_1;Heiveldstraat 31;2023-06-26T12:13:12Z;51.062656875218906, 3.7532592098185833
Olifantstraat;"{""coordinates"": [[[3.733245530845611, 51.039275859495866], [3.733236654592291, 51.039290086356424], [3.733203484300467, 51.03928185932619], [3.733211959006818, 51.03926773526574], [3.733245530845611, 51.039275859495866]]], ""type"": ""Polygon""}";50;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst20378;;False;False;17073953_1;Olifantstraat 50;2024-11-25T18:58:13Z;51.039278883095136, 3.733224447886432
Kleindokkaai;"{""coordinates"": [[[3.739175564259343, 51.057521221945954], [3.739142469425942, 51.0575128569966], [3.739150432990944, 51.05750034203582], [3.739183527824345, 51.057508706987434], [3.739175564259343, 51.057521221945954]]], ""type"": ""Polygon""}";3;Nietje - Buitenmaats;Stad Gent;2;Ja;Natuursteen Platienen;Fietspad/voetpad;Actief;mob/ftsst20557;;False;False;17073964_1;Kleindokkaai 3;2025-09-29T08:49:27Z;51.05751078199131, 3.7391629986247397
Hubert Frère-Orbanlaan;"{""coordinates"": [[[3.735638250198761, 51.041488158108095], [3.735625728582019, 51.04151225851152], [3.735606494753432, 51.04150827199649], [3.73560945919392, 51.04149360751491], [3.73561230775165, 51.041483619759354], [3.735638250198761, 51.041488158108095]]], ""type"": ""Polygon""}";308;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst20418;;False;False;17073954_1;Hubert Frere Orbanlaan 308/320;2024-11-27T18:08:09Z;51.04149748216673, 3.7356208473588084
Kazemattenstraat;"{""coordinates"": [[[3.738042469784152, 51.0548650332057], [3.73807010375893, 51.05486949457911], [3.738061257149981, 51.0548912650136], [3.738033623175202, 51.05488680364228], [3.738042469784152, 51.0548650332057]]], ""type"": ""Polygon""}";37;Gent;Stad Gent;5;Ja;Ineengrijpende Betonstenen;Voetpad;Actief;mob/ftsst21111;;False;False;17073997_1;Kazemattenstraat 37;2024-04-22T17:29:02Z;51.05487814911008, 3.73805186346688
Kazemattenstraat;"{""coordinates"": [[[3.737702419719821, 51.05550210292547], [3.737675304971298, 51.05549651626226], [3.737686379402116, 51.055475154920316], [3.737713494150638, 51.05548074158609], [3.737702419719821, 51.05550210292547]]], ""type"": ""Polygon""}";12;Gent;Stad Gent;5;Ja;Natuursteen Platienen;Voetpad;Actief;mob/ftsst21106;;False;False;17073996_1;Kazemattenstraat 12;2025-07-31T11:22:09Z;51.055488628923406, 3.7376943995607643
Tenderstraat;"{""coordinates"": [[[3.70685820838244, 51.038361959682035], [3.706829856653781, 51.038360031247954], [3.706833677188637, 51.03833768705183], [3.706862028917362, 51.0383396154868], [3.70685820838244, 51.038361959682035]]], ""type"": ""Polygon""}";2;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst21114;;False;False;17073998_1;Tenderstraat 2;2023-10-19T12:55:28Z;51.03834982336713, 3.706845942785465
Molenaarsstraat;"{""coordinates"": [[[3.718644693306587, 51.059471237572474], [3.7186723991466, 51.059472094075495], [3.71867065282171, 51.05949453986957], [3.718642945185036, 51.059493683931535], [3.718644693306587, 51.059471237572474]]], ""type"": ""Polygon""}";1;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21727;;False;False;17074016_1;Molenaarsstraat 1;2024-10-14T18:18:21Z;51.05948288897834, 3.7186576725421188
Joachim Schayckstraat;"{""coordinates"": [[[3.718519358561557, 51.0014227613002], [3.718493912882774, 51.00143085033158], [3.718477884243164, 51.001410781232394], [3.718503329921947, 51.0014026921975], [3.718519358561557, 51.0014227613002]]], ""type"": ""Polygon""}";13A;Gent;Stad Gent;5;Ja;Halfharde verharding;Parkeerstrook;Actief;mob/ftsst21077;;False;False;17073983_1;Joachim Schayckstraat 13A;2024-02-02T11:29:29Z;51.001416771265184, 3.718498621402539
REINAERTSTRAAT;"{""coordinates"": [[[[3.701402478252254, 51.05885679898974], [3.701435461694548, 51.05887796228722], [3.701378576777482, 51.058913172509286], [3.701345594233519, 51.05889200922789], [3.701402478252254, 51.05885679898974]]], [[[3.70134948124376, 51.05880745198952], [3.701376867283472, 51.05882502268946], [3.701321103463918, 51.05885954073915], [3.701293716525874, 51.058841968923105], [3.70134948124376, 51.05880745198952]]]], ""type"": ""MultiPolygon""}";;Buurtfietsenstalling;Stad Gent;28;Nee;;Voetpad;Actief;mob/ftsst21804;;False;False;16569694_1;REINAERTSTRAAT;2023-02-08T07:42:00Z;51.05886188148496, 3.7013657425024675
;"{""coordinates"": [[[3.757276469012296, 51.06215580726673], [3.757336019230817, 51.062197671276124], [3.757178984736012, 51.06229035776011], [3.757114618649251, 51.06225081477896], [3.757276469012296, 51.06215580726673]]], ""type"": ""Polygon""}";;Buurtfietsenstalling;Stad Gent;24;Nee;;Onbekend / Niet op o;Actief;mob/ftsst21821;;False;False;16569707_1;;2023-06-02T12:57:17Z;51.0622236211349, 3.7572262918860675
Franklin Rooseveltlaan;"{""coordinates"": [[[3.7304828843602, 51.047548602106836], [3.73063420646813, 51.0472638386228], [3.731010971576364, 51.047353748190744], [3.730843568726526, 51.04763842528043], [3.7304828843602, 51.047548602106836]]], ""type"": ""Polygon""}";2;Fietsparking;Stad Gent;450;Ja;Betondallen;Onbekend / Niet op o;Actief;mob/ftsst21888;;False;False;17206513_1;Franklin Rooseveltlaan 2;2024-02-02T11:31:18Z;51.047450328973476, 3.730743782952055
Limbastraat;"{""coordinates"": [[[3.725223528646041, 51.077344705496394], [3.725201826247097, 51.07733303118703], [3.725224991103315, 51.0773159415956], [3.725246693502259, 51.077327616473674], [3.725223528646041, 51.077344705496394]]], ""type"": ""Polygon""}";1;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst22298;;False;False;17611756_1;Limbastraat 1;2024-02-02T11:31:21Z;51.0773303236402, 3.725224259879527
Herfststraat;"{""coordinates"": [[[3.728280835121109, 51.03469834210198], [3.728279957467079, 51.034680371333046], [3.728315582854569, 51.03467967706421], [3.72831646140693, 51.034697647833426], [3.728280835121109, 51.03469834210198]]], ""type"": ""Polygon""}";16;Gent;Stad Gent;5;Ja;KWS;Rijweg;Actief;mob/ftsst17437;;False;False;17002519_1;Herfststraat 16;2024-02-02T11:31:21Z;51.03468900962084, 3.7282982092172006
Antwerpenplein;"{""coordinates"": [[[3.741051575355962, 51.05773414962769], [3.741056766719988, 51.057716471799736], [3.741091829762162, 51.05772056081086], [3.741086638398136, 51.05773823920185], [3.741051575355962, 51.05773414962769]]], ""type"": ""Polygon""}";1;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst25432;;False;False;18261340_1;Antwerpenplein 1;2025-05-26T08:34:19Z;51.05772735537725, 3.7410717026470697
Overpoortstraat;"{""coordinates"": [[[3.725938507662139, 51.03940532562981], [3.725942227585719, 51.03938750128743], [3.725977567308999, 51.039390432848805], [3.725973847385419, 51.039408256060376], [3.725938507662139, 51.03940532562981]]], ""type"": ""Polygon""}";49A;Hoog-laag;Privé;5;Ja;;Onbekend / Niet op o;Actief;mob/ftsst25974;;False;False;18342388_1;Overpoortstraat 49A;2024-02-02T11:31:23Z;51.039397878931624, 3.7259580373039425
Ajuinlei;"{""coordinates"": [[[3.720472092969942, 51.051983547251496], [3.720443646019857, 51.051984864119035], [3.720441031024039, 51.051962451389635], [3.720469477974191, 51.051961134521456], [3.720472092969942, 51.051983547251496]]], ""type"": ""Polygon""}";6;Gent;Stad Gent;5;Ja;Betonstenen;Parkeerstrook;Actief;mob/ftsst21044;;False;False;17028063_1;Ajuinlei 6;2025-09-22T10:35:22Z;51.05197299932039, 3.7204565619970733
Gebroeders Vandeveldestraat;"{""coordinates"": [[[3.719456312182632, 51.05077750560228], [3.719465294437209, 51.050794569981875], [3.719431455798746, 51.0508016486086], [3.719422473544235, 51.05078458423164], [3.719456312182632, 51.05077750560228]]], ""type"": ""Polygon""}";8B;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21040;;False;False;17028071_1;Gebroeders Vandeveldestraat 8B;2025-06-03T16:36:28Z;51.05078957710597, 3.7194438839910746
Ajuinlei;"{""coordinates"": [[[3.72046741274733, 51.0519581591446], [3.72043906551019, 51.05196016550523], [3.720435081481929, 51.05193783295053], [3.72046342871907, 51.051935826588945], [3.72046741274733, 51.0519581591446]]], ""type"": ""Polygon""}";6;Gent;Stad Gent;5;Ja;Betonstenen;Parkeerstrook;Actief;mob/ftsst21043;;False;False;17028062_1;Ajuinlei 6;2025-09-22T10:35:22Z;51.0519479960473, 3.7204512471147266
Fonteineplein;"{""coordinates"": [[[3.696198512658524, 51.061664810724174], [3.696216759238568, 51.06165776932623], [3.696235382212728, 51.06167693330792], [3.696217135632685, 51.0616839752675], [3.696198512658524, 51.061664810724174]]], ""type"": ""Polygon""}";29;Nietje - Buitenmaats;Stad Gent;2;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst24458;;False;False;18044589_1;Fonteineplein 29;2024-02-02T11:31:15Z;51.061670872203706, 3.6962169474369766
Kastanjestraat;"{""coordinates"": [[[3.698956117798557, 51.06027292256119], [3.698989465058543, 51.06028088615066], [3.698981882379243, 51.06029349408234], [3.698948536017589, 51.06028553105967], [3.698956117798557, 51.06027292256119]]], ""type"": ""Polygon""}";85;Nietje - Buitenmaats;Stad Gent;2;Ja;Gebakken klinkers;Oprit;Actief;mob/ftsst21102;;False;False;17028101_1;Kastanjestraat 85;2024-09-12T08:45:20Z;51.060283208413104, 3.6989690002661213
